"","gameId","playId","playDescription","returnerId","yardline_100","net_return","kickLength","exp_yards","actual_decision","return_yardline","no_return_exp","fair_caught_exp","optimal_decision","is_optimal"
"35",2018090901,4136,"(2:20) J.Berry punts 51 yards to CLE 30, Center-K.Canaday. J.Peppers to CLE 45 for 15 yards (J.Dangerfield).","44837",81,15,51,13.2946666666667,"Returned",42.4846666666667,26.6620804439197,31.44,"Returned",1
"36",2018090901,4352,"(1:37) J.Berry punts 39 yards to CLE 29, Center-K.Canaday, fair catch by J.Peppers.","44837",68,NA,39,1.64,"Fair Caught",29.857,20.0395609690409,28.91,"Returned",0
"37",2018090901,4648,"(8:50) B.Colquitt punts 49 yards to PIT 17, Center-C.Hughlett, fair catch by R.Switzer.","44946",66,NA,49,6.00933333333333,"Fair Caught",22.5503333333333,12.6908527629037,19.49,"Returned",0
"38",2018090901,4833,"(5:37) J.Berry punts 53 yards to CLE 19, Center-K.Canaday, fair catch by J.Peppers.","44837",72,NA,53,9.37333333333334,"Fair Caught",27.8603333333333,16.3815731005192,22.45,"Returned",0
"39",2018090902,2228,"(13:43) R.Sanchez punts 49 yards to CIN 34, Center-L.Rhodes. A.Erickson to CIN 33 for -1 yards (Z.Franklin, C.Milton).","43663",83,-1,49,6.53966666666666,"Returned",39.6216666666667,35.9733345353248,36.3,"Returned",1
"40",2018090902,2340,"(11:42) K.Huber punts 50 yards to IND 25, Center-C.Harris, downed by CIN. PENALTY on CIN-B.Wilson, Kick Catch Interference, 15 yards, enforced at IND 25.","43556",75,NA,50,2.68266666666667,"Let it Go",27.0076666666667,18.1143459524119,25.42,"Returned",0
"41",2018090902,3547,"(10:01) R.Sanchez punts 46 yards to CIN 21, Center-L.Rhodes, fair catch by A.Erickson.","43663",67,NA,46,0.0766666666666667,"Fair Caught",20.5096666666667,16.4720404318941,21,"Fair Caught",1
"42",2018090903,1257,"(8:17) (Punt formation) B.Kern punts 40 yards to MIA 15, Center-B.Brinkley, out of bounds.","33566",55,NA,40,11.5203333333333,"Let it Go",26.1153333333333,13.023501250022,18.09,"Returned",0
"43",2018090903,1844,"(:30) (Punt formation) B.Kern punts 55 yards to MIA 18, Center-B.Brinkley. J.Grant to MIA 17 for -1 yards (D.Fluellen).","43475",73,-1,55,17.5046666666667,"Returned",35.0186666666667,17.1040583845019,19.96,"Returned",1
"44",2018090903,1993,"(13:45) (Punt formation) M.Haack punts 45 yards to TEN 23, Center-J.Denney. A.Jackson to TEN 49 for 26 yards (B.Bolden). TEN-A.Jackson was injured during the play. His return is Questionable.","44830",68,26,45,12.8336666666667,"Returned",35.2126666666667,17.7927792461883,23.08,"Returned",1
"45",2018090903,2094,"(12:10) (Punt formation) B.Kern punts 35 yards to MIA 10, Center-B.Brinkley, fair catch by D.Amendola.","33566",45,NA,35,5.46233333333333,"Fair Caught",15.1923333333333,7.91374640278452,9.53,"Returned",0
"46",2018090903,2176,"(10:09) (Punt formation) M.Haack punts 65 yards to TEN 17, Center-D.Smythe. R.Matthews to TEN 35 for 18 yards (W.Aikens).","38757",82,18,65,14.5156666666667,"Returned",31.0566666666667,15.951516018116,17.9,"Returned",1
"47",2018090903,3163,"(11:45) (Punt formation) B.Kern punts 49 yards to MIA 9, Center-B.Brinkley. D.Amendola ran ob at MIA 11 for 2 yards (D.Cruikshank).","33566",58,2,49,10.865,"Returned",19.622,10.0568792488694,9.59,"Returned",1
"48",2018090903,3982,"(1:15) (Punt formation) M.Haack punts 43 yards to end zone, Center-J.Denney, Touchback.","46221",43,NA,43,8.739,"Let it Go",8.739,22.3961983580971,46.77,"Fair Caught",0
"49",2018090905,114,"(13:13) R.Allen punts 45 yards to HOU 22, Center-J.Cardona, downed by NE-N.Ebner.","43408",67,NA,45,7.147,"Let it Go",28.553,18.6115524755767,20.42,"Returned",0
"50",2018090905,359,"(10:28) T.Daniel punts 36 yards to NE 33, Center-J.Weeks, out of bounds.","45651",69,NA,36,6.21333333333333,"Let it Go",38.3223333333333,30.8942718859772,35.7,"Returned",0
"51",2018090905,497,"(7:58) R.Allen punts 40 yards to HOU 9, Center-J.Cardona, fair catch by T.Ervin.","43408",49,NA,40,10.188,"Fair Caught",18.945,8.5971454058976,9.62,"Returned",0
"52",2018090905,1555,"(7:17) R.Allen punts 47 yards to HOU 23, Center-J.Cardona. T.Ervin to HOU 34 for 11 yards (J.Jones).","43408",70,11,47,11.4323333333333,"Returned",33.8113333333333,16.8778125311362,25.02,"Returned",1
"53",2018090905,1735,"(4:34) R.Allen punts 40 yards to HOU 34, Center-J.Cardona, downed by NE-R.Burkhead.","43408",74,NA,40,5.691,"Let it Go",38.773,32.2035564757597,33.76,"Returned",0
"54",2018090905,1992,"(1:39) T.Daniel punts 30 yards to NE 22, Center-J.Weeks, downed by HOU-J.Weeks. NE 33-Hill partially blocked punt.","45651",52,NA,30,12.8946666666667,"Let it Go",34.3006666666667,30.1550182677352,62.66,"Fair Caught",0
"55",2018090905,2393,"(13:00) T.Daniel punts 42 yards to NE 21, Center-J.Weeks, fair catch by R.McCarron.","45651",63,NA,42,2.27966666666667,"Fair Caught",22.7126666666667,17.7324608522439,21,"Returned",0
"56",2018090905,3669,"(7:15) T.Daniel punts 37 yards to NE 12, Center-J.Weeks, fair catch by R.McCarron.","45651",49,NA,37,1.35533333333333,"Fair Caught",13.0313333333333,12.0837032395734,13.41,"Fair Caught",1
"57",2018090905,3749,"(5:27) R.Allen punts 55 yards to HOU 25, Center-J.Cardona. T.Ervin to HOU 34 for 9 yards (N.Ebner).","43408",80,9,55,13.4463333333333,"Returned",37.7713333333333,20.0123304030769,28.1,"Returned",1
"58",2018090905,3844,"(4:41) T.Daniel punts 47 yards to NE 17, Center-J.Weeks. R.McCarron MUFFS catch, RECOVERED by HOU-J.Bademosi at NE 16. J.Bademosi to NE 16 for no gain (J.Jones).","45651",64,NA,48,8.43233333333333,"Returned",24.0003333333333,11.5628473194124,18.77,"Returned",1
"59",2018090905,4311,"(:51) R.Allen punts 54 yards to HOU 1, Center-J.Cardona, downed by NE-J.Jones.","43408",55,NA,54,17.5946666666667,"Let it Go",18.5676666666667,13.9117065690778,5.37,"Returned",0
"60",2018090906,1373,"(9:51) T.Morstead punts 56 yards to TB 20, Center-Z.Wood. D.Jackson to TB 22 for 2 yards (C.Banjo).","33130",76,2,56,3.87833333333333,"Returned",23.3383333333333,15.2772475348768,23.14,"Returned",1
"61",2018090906,2681,"(9:21) T.Morstead punts 42 yards to TB 24, Center-Z.Wood. A.Humphries to TB 25 for 1 yard (J.Hardee).","43010",66,1,42,4.39766666666667,"Returned",27.7496666666667,18.6195429553268,24.81,"Returned",1
"62",2018090906,2776,"(7:42) B.Anger punts 42 yards to NO 24, Center-G.Sanborn. T.Lewis to NO 24 for no gain (R.Smith). PENALTY on NO-C.Robertson, Offensive Holding, 10 yards, enforced at NO 24.","43948",66,-10,42,3.09333333333333,"Returned",26.4453333333333,20.0657878272958,26.88,"Fair Caught",0
"63",2018090906,2947,"(5:18) T.Morstead punts 58 yards to TB 10, Center-Z.Wood. A.Humphries ran ob at TB 26 for 16 yards (C.Banjo).","43010",68,16,58,10.1216666666667,"Returned",19.8516666666667,13.4549371157188,11.99,"Returned",1
"64",2018090907,1340,"(5:27) R.Dixon punts 31 yards to JAX 43, Center-Z.DeOssie, out of bounds.","44029",74,NA,31,2.89266666666667,"Let it Go",44.7316666666667,38.9567493896434,40.88,"Returned",0
"65",2018090907,2578,"(5:07) L.Cooke punts 37 yards to NYG 11, Center-C.Tinker, downed by JAX-T.Herndon.","42527",48,NA,37,6.02866666666667,"Let it Go",16.7316666666667,6.43517755700173,11.03,"Returned",0
"66",2018090907,2708,"(3:39) R.Dixon punts 55 yards to JAX 20, Center-Z.DeOssie. J.Mickens to JAX 16 for -4 yards (C.Riley). PENALTY on JAX-B.Brown, Illegal Block Above the Waist, 8 yards, enforced at JAX 16. Officially, a return for 0 yards.","44029",75,-8,55,-1.37866666666667,"Returned",18.0813333333333,18.2390121987509,22.87,"Fair Caught",0
"67",2018090907,3215,"(12:20) L.Cooke punts 36 yards to NYG 27, Center-C.Tinker, fair catch by K.Clay.","42527",63,NA,36,5.77133333333333,"Fair Caught",32.0423333333333,23.4814539117381,27.03,"Returned",0
"68",2018090907,3497,"(9:18) L.Cooke punts 44 yards to NYG 27, Center-C.Tinker. K.Clay to NYG 26 for -1 yards (D.Chark).","42527",71,-1,44,0.411,"Returned",26.682,25.9687038959325,28.48,"Fair Caught",0
"69",2018090907,3618,"(7:04) R.Dixon punts 54 yards to JAX 15, Center-Z.DeOssie. J.Mickens to JAX 25 for 10 yards (K.Wynn).","44029",69,10,54,6.73066666666667,"Returned",21.3256666666667,14.7164793450661,15.36,"Returned",1
"70",2018090907,3801,"(4:20) L.Cooke punts 47 yards to NYG 14, Center-C.Tinker. K.Clay pushed ob at NYG 19 for 5 yards (N.Paul).","42527",61,5,47,5.026,"Returned",18.648,10.5939462875776,14.93,"Returned",1
"71",2018090909,309,"(10:22) T.Way punts 38 yards to ARI 8, Center-N.Sundberg, fair catch by C.Kirk.","46116",46,NA,38,4.33233333333333,"Fair Caught",12.1163333333333,9.20566750896058,7.91,"Returned",0
"72",2018090909,501,"(5:57) A.Lee punts 60 yards to end zone, Center-A.Brewer, Touchback.","46325",60,NA,60,4.76333333333333,"Let it Go",4.76333333333333,15.8789466055455,3.06,"Let it Go",1
"73",2018090909,918,"(13:27) A.Lee punts 57 yards to WAS 15, Center-A.Brewer. T.Quinn to WAS 27 for 12 yards (D.Coleman).","46325",72,12,57,8.38666666666667,"Returned",22.9816666666667,15.4476625825849,18.66,"Returned",1
"74",2018090909,1416,"(3:27) A.Lee punts 56 yards to WAS 17, Center-A.Brewer, fair catch by T.Quinn. PENALTY on WAS-R.Kelley, Offensive Holding, 9 yards, enforced at WAS 17.","46325",73,NA,56,4.69833333333333,"Fair Caught",21.2393333333333,19.7597414230285,17.58,"Returned",0
"75",2018090909,1990,"(12:59) A.Lee punts 33 yards to WAS 8, Center-A.Brewer, fair catch by T.Quinn.","46325",41,NA,33,1.526,"Fair Caught",9.31,7.04061859908602,7.63,"Returned",0
"76",2018090909,2106,"(12:20) T.Way punts 55 yards to ARI 41, Center-N.Sundberg. C.Kirk to ARI 42 for 1 yard (J.Harvey-Clemons). PENALTY on ARI-T.Boston, Offensive Holding, 10 yards, enforced at ARI 41.","46116",96,-10,55,-1.02466666666667,"Returned",38.8683333333333,35.0360896825015,45.46,"Fair Caught",0
"77",2018090909,2247,"(11:18) A.Lee punts 57 yards to WAS 13, Center-A.Brewer. T.Quinn to WAS 25 for 12 yards (B.Benwikere). WAS-T.Quinn was injured during the play.  Penalty on WAS-T.Apke, Illegal Block Above the Waist, declined. PENALTY on WAS-F.Moreau, Unnecessary Roughness, 5 yards, enforced at WAS 13.","46325",70,-5,57,1.973,"Returned",14.622,15.2305443990002,14.33,"Let it Go",0
"78",2018090909,2663,"(4:27) T.Way punts 34 yards to ARI 15, Center-N.Sundberg, fair catch by C.Kirk.","46116",49,NA,34,2.36066666666667,"Fair Caught",16.9556666666667,15.0581423223014,16.16,"Returned",0
"79",2018090909,3706,"(4:48) T.Way punts 59 yards to ARI 30, Center-N.Sundberg. C.Kirk to WAS 26 for 44 yards (T.Apke).","46116",89,44,59,9.44933333333333,"Returned",38.6393333333333,31.1238202145833,32.21,"Returned",1
"80",2018090910,172,"(12:26) C.Jones punts 55 yards to CAR 32, Center-L.Ladouceur, fair catch by D.Byrd.","42899",87,NA,55,25.3016666666667,"Fair Caught",56.4376666666667,27.4624375533163,34.97,"Returned",0
"81",2018090910,700,"(2:24) C.Jones punts 51 yards to CAR 4, Center-L.Ladouceur. D.Byrd to CAR 18 for 14 yards (J.Thomas).","42899",55,14,51,6.93933333333333,"Returned",10.8313333333333,9.96910697804731,6.06,"Returned",1
"82",2018090910,966,"(14:08) M.Palardy punts 33 yards to DAL 14, Center-J.Jansen, fair catch by C.Beasley.","38947",47,NA,33,3.02,"Fair Caught",16.642,11.2822446099078,15.44,"Returned",0
"83",2018090910,1047,"(12:33) C.Jones punts 51 yards to CAR 35, Center-L.Ladouceur. D.Byrd to DAL 35 for 30 yards (R.Smith).","42899",86,30,51,19.9683333333333,"Returned",54.0233333333333,31.9244103231081,36.63,"Returned",1
"84",2018090910,1329,"(7:20) C.Jones punts 49 yards to CAR 27, Center-L.Ladouceur. D.Byrd to CAR 30 for 3 yards (J.Thomas; L.Ladouceur).","42899",76,3,49,9.82966666666667,"Returned",36.1006666666667,26.4207061120912,28.15,"Returned",1
"85",2018090910,1448,"(5:49) M.Palardy punts 50 yards to DAL 17, Center-J.Jansen, fair catch by T.Austin.","39954",67,NA,50,5.91766666666667,"Fair Caught",22.4586666666667,15.5700157713316,19.74,"Returned",0
"86",2018090910,1582,"(2:55) C.Jones punts 56 yards to CAR 8, Center-L.Ladouceur. D.Moore to CAR 23 for 15 yards (J.Olawale; K.Frazier). PENALTY on DAL-A.Brown, Unsportsmanlike Conduct, 15 yards, enforced at CAR 23.","46093",64,30,56,8.636,"Returned",16.42,13.0922691827036,10.01,"Returned",1
"87",2018090910,2269,"(11:54) M.Palardy punts 50 yards to DAL 8, Center-J.Jansen, fair catch by T.Austin.","39954",58,NA,50,6.605,"Fair Caught",14.389,8.80260730271011,9.54000000000001,"Returned",0
"88",2018090910,2467,"(8:23) C.Jones punts 31 yards to CAR 15, Center-L.Ladouceur, fair catch by D.Moore.","46093",46,NA,31,3.71166666666667,"Fair Caught",18.3066666666667,12.6261856747819,15.89,"Returned",0
"89",2018090910,2550,"(6:48) M.Palardy punts 50 yards to DAL 30, Center-J.Jansen. T.Austin pushed ob at DAL 45 for 15 yards (I.Thomas).","39954",80,15,50,12.726,"Returned",41.916,26.0694836632231,31.9,"Returned",1
"90",2018090910,3477,"(5:04) M.Palardy punts 52 yards to DAL 23, Center-J.Jansen. T.Austin pushed ob at DAL 21 for -2 yards (J.Norris).","39954",75,-2,52,1.24633333333333,"Returned",23.6253333333333,19.519536820565,24.27,"Fair Caught",0
"91",2018090910,3866,"(2:00) M.Palardy punts 52 yards to end zone, Center-J.Jansen, Touchback.","38947",52,NA,52,5.30933333333333,"Let it Go",5.30933333333333,14.5205033746138,5.59,"Let it Go",1
"92",2018090912,170,"(13:22) J.Scott punts 39 yards to CHI 24, Center-H.Bradley, out of bounds. PENALTY on CHI-J.Bellamy, Offensive Holding, 10 yards, enforced at CHI 24.","44932",63,NA,39,5.41,"Let it Go",28.762,14.5514983219985,23.86,"Returned",0
"93",2018090912,583,"(4:25) J.Scott punts 44 yards to CHI 29, Center-H.Bradley. T.Cohen to CHI 32 for 3 yards (J.Whitehead).","44932",73,3,44,4.16066666666667,"Returned",32.3776666666667,22.4267593133417,30.14,"Returned",1
"94",2018090912,943,"(12:56) J.Scott punts 51 yards to CHI 15, Center-H.Bradley, fair catch by T.Cohen.","44932",66,NA,51,12.0223333333333,"Fair Caught",26.6173333333333,12.7503873546137,18.61,"Returned",0
"95",2018090912,1055,"(10:25) P.O'Donnell punts 63 yards to GB 18, Center-P.Scales. R.Cobb to GB 35 for 17 yards (B.Cunningham).","37139",81,17,63,15.3063333333333,"Returned",32.8203333333333,14.1526515871335,22.3,"Returned",1
"96",2018090912,1149,"(9:05) J.Scott punts 58 yards to CHI 15, Center-H.Bradley. T.Cohen pushed ob at GB 43 for 42 yards (H.Bradley).","44932",73,42,58,34.3936666666667,"Returned",48.9886666666667,14.7068577733503,19.58,"Returned",1
"97",2018090912,1577,"(1:56) P.O'Donnell punts 49 yards to GB 25, Center-P.Scales, fair catch by R.Cobb.","37139",74,NA,49,6.455,"Fair Caught",30.78,25.495797718805,28.41,"Returned",0
"98",2018090912,2562,"(2:02) P.O'Donnell punts 48 yards to GB 19, Center-P.Scales, fair catch by R.Cobb.","37139",67,NA,48,7.64166666666667,"Fair Caught",26.1286666666667,12.6812782942687,19.06,"Returned",0
"99",2018090912,2892,"(12:00) P.O'Donnell punts 41 yards to GB 25, Center-P.Scales, fair catch by R.Cobb.","37139",66,NA,41,5.42933333333333,"Fair Caught",29.7543333333333,18.3778351446136,23.95,"Returned",0
"100",2018091000,469,"(7:09) S.Martin punts 55 yards to NYJ 25, Center-D.Muhlbach. A.Roberts to DET 32 for 43 yards (S.Martin, T.Wilson).","35527",80,43,55,6.47233333333333,"Returned",30.7973333333333,24.2868485419633,26.97,"Returned",1
"101",2018091000,1407,"(5:30) L.Edwards punts 34 yards to DET 6, Center-T.Hennessy, downed by NYJ-C.Peake.","44978",40,NA,34,4.849,"Let it Go",10.687,8.47951652145743,2.81,"Returned",0
"102",2018091000,1545,"(3:26) S.Martin punts 45 yards to NYJ 35, Center-D.Muhlbach. A.Roberts to DET 49 for 16 yards (T.Wilson).","35527",80,16,45,12.142,"Returned",46.197,31.9232523728185,36.06,"Returned",1
"103",2018091000,2626,"(7:20) S.Martin punts 52 yards to NYJ 22, Center-D.Muhlbach. A.Roberts for 78 yards, TOUCHDOWN. The Replay Official reviewed the runner was inbounds ruling, and the play was Upheld. The ruling on the field was confirmed.","35527",74,78,52,5.518,"Returned",26.924,25.7389995187339,36.17,"Fair Caught",0
"104",2018091001,384,"(8:47) J.Hekker punts 62 yards to OAK 5, Center-J.McQuaide. D.Harris to OAK 15 for 10 yards (B.Countess, J.McQuaide).","37251",67,10,62,10.8946666666667,"Returned",15.7596666666667,15.1843483853662,11.35,"Returned",1
"105",2018091001,499,"(6:20) J.Townsend punts 55 yards to LA 38, Center-A.DePaola. P.Cooper ran ob at 50 for 12 yards (M.Lee). OAK-A.DePaola was injured during the play. He is Out.","43406",93,12,55,8.085,"Returned",45.059,37.5750062537748,40.87,"Returned",1
"106",2018091001,2597,"(7:24) J.Townsend punts 45 yards to LA 18, Center-L.Smith, fair catch by P.Cooper.","43406",63,NA,45,7.17533333333334,"Fair Caught",24.6893333333333,12.7505552412366,19.43,"Returned",0
"107",2018091001,2761,"(4:01) J.Hekker punts 55 yards to OAK 8, Center-J.McQuaide, out of bounds.","37251",63,NA,55,3.07566666666667,"Let it Go",10.8596666666667,9.68435915211293,14.9,"Fair Caught",0
"108",2018091001,2840,"(1:53) J.Townsend punts 35 yards to OAK 48, Center-L.Smith. P.Cooper to LA 49 for -3 yards (D.Harris; K.Smith). LA-P.Cooper was injured during the play. His return is Questionable.  PENALTY on LA-T.Hill, Offensive Holding, 10 yards, enforced at OAK 48.","43406",87,-10,35,4.16633333333333,"Returned",54.7623333333333,41.7930275524865,60.23,"Fair Caught",0
"109",2018091001,3121,"(13:41) J.Townsend punts 43 yards to LA 22, Center-L.Smith, fair catch by C.Kupp. PENALTY on LA-T.Hill, Offensive Holding, 10 yards, enforced at LA 22.","44881",65,NA,43,6.91466666666667,"Fair Caught",28.3206666666667,18.1633534623029,23.14,"Returned",0
